"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1"	"QC2"	"R1_pre"	"R2_pre"	"R3_pre"	"Y1_pre"	"Y2_pre"	"Y3_pre"	"QC3"	"R1_post"	"R2_post"	"R3_post"	"Y1_post"	"Y2_post"	"Y3_post"	"QC4"
"CHEBI:17895"	"C9H11NO3"	"N[C@@H](CC1=CC=C(O)C=C1)C(O)=O"	"OUYCCCASQSFEME-QMMMGPOBSA-N"	"L-Tyrosine"	"180.07065"	""	""	""	"1.117"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"393"	"123"	"224"	"119"	"266"	"95"	"132"	"891"	"4033"	"1138"	"1659"	"2426"	"3929"	"1171"	"976"
"CHEBI:17895"	"C9H11NO3"	"N[C@@H](CC1=CC=C(O)C=C1)C(O)=O"	"OUYCCCASQSFEME-QMMMGPOBSA-N"	"L-Tyrosine"	"180.07065"	""	""	""	"1.117"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"393"	"123"	"224"	"119"	"266"	"95"	"132"	"891"	"4033"	"1138"	"1659"	"2426"	"3929"	"1171"	"976"
"CHEBI:18202"	"C6H14O6"	"OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO"	"FBPFZTCFMRRESA-UNTFVMJOSA-N"	"L-Iditol"	"181.06383"	""	""	""	"0.925"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"358"	"4479"	"4322"	"2350"	"8629"	"6121"	"2128"	"5890"	"6484"	"11471"	"4347"	"1948"	"7773"	"10560"	"6693"	"7006"
"CHEBI:18202"	"C6H14O6"	"OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO"	"FBPFZTCFMRRESA-UNTFVMJOSA-N"	"L-Iditol"	"181.07883"	""	""	""	"1.255"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"912"	"1344"	"1779"	"3324"	"86"	"1431"	"7156"	"2009"	"0"	"0"	"793"	"1724"	"4357"	"6546"	"2883"
"CHEBI:5623"	"C12H10N2"	"CC1=C2NC3=CC=CC=C3C2=CC=N1"	"PSFDQSOCUJVVGF-UHFFFAOYSA-N"	"Harman"	"181.08035"	""	""	""	"4.067"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2495"	"5774"	"5293"	"5824"	"5323"	"4584"	"4698"	"5566"	"4660"	"4029"	"4957"	"4777"	"3021"	"5556"	"4249"	"2433"
"CHEBI:5623"	"C12H10N2"	"CC1=C2NC3=CC=CC=C3C2=CC=N1"	"PSFDQSOCUJVVGF-UHFFFAOYSA-N"	"Harman"	"181.08157"	""	""	""	"1.482"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"73"	"124"	"0"	"189"	"0"	"0"	"0"	"0"	"0"	"118"	"57"	"240"
"CHEBI:5623"	"C12H10N2"	"CC1=C2NC3=CC=CC=C3C2=CC=N1"	"PSFDQSOCUJVVGF-UHFFFAOYSA-N"	"Harman"	"181.08157"	""	""	""	"1.668"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"14"	"0"
"CHEBI:5623"	"C12H10N2"	"CC1=C2NC3=CC=CC=C3C2=CC=N1"	"PSFDQSOCUJVVGF-UHFFFAOYSA-N"	"Harman"	"181.08157"	""	""	""	"0.812"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"603"	"1712"	"493"	"2257"	"5638"	"1471"	"6885"	"635"	"0"	"0"	"0"	"1675"	"3817"	"6441"	"4406"
""	"C8H8O5"	"OC(C(O)=O)C1=CC(O)=C(O)C=C1"	"RGHMISIYKIHAJW-UHFFFAOYNA-N"	"DL-3,4-Dihydroxymandelic acid"	"183.01404"	""	""	""	"10.584"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1564778"	"240695"	"2074382"	"278374"	"184751"	"337347"	"738435"	"1568779"	"234299"	"1413204"	"1958978"	"214946"	"238266"	"1965843"	"1606493"	"285074"
""	"C8H8O5"	"OC(C(O)=O)C1=CC(O)=C(O)C=C1"	"RGHMISIYKIHAJW-UHFFFAOYNA-N"	"DL-3,4-Dihydroxymandelic acid"	"183.01843"	""	""	""	"10.941"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"244458"	"51272"	"143464"	"54985"	"151575"	"55145"	"90471"	"110645"	"194408"	"147780"	"154978"	"158547"	"174958"	"138406"	"429679"	"81596"
""	"C8H8O5"	"OC(C(O)=O)C1=CC(O)=C(O)C=C1"	"RGHMISIYKIHAJW-UHFFFAOYNA-N"	"DL-3,4-Dihydroxymandelic acid"	"183.02121"	""	""	""	"5.142"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"11669"	"28538"	"34752"	"22270"	"36821"	"44045"	"28188"	"68418"	"16220"	"62637"	"95354"	"101278"	"68788"	"28886"	"74491"	"39047"
""	"C8H8O5"	"OC(C(O)=O)C1=CC(O)=C(O)C=C1"	"RGHMISIYKIHAJW-UHFFFAOYNA-N"	"DL-3,4-Dihydroxymandelic acid"	"183.02953"	""	""	""	"5.335"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4231"	"4722"	"20180"	"17454"	"5697"	"14517"	"10636"	"11304"	"10748"	"26847"	"16880"	"18504"	"47382"	"24150"	"11092"	"17718"
"CHEBI:15811"	"C3H8NO6P"	"N[C@@H](COP(O)(O)=O)C(O)=O"	"BZQFBWGGLXLEPQ-REOHCLBHSA-N"	"O-Phospho-L-serine"	"184.00140"	""	""	""	"11.293"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"26311"	"29377"	"34715"	"35528"	"32690"	"39292"	"36551"	"42554"	"30394"	"27933"	"32795"	"32333"	"31756"	"30688"	"37443"	"36355"
"CHEBI:15811"	"C3H8NO6P"	"N[C@@H](COP(O)(O)=O)C(O)=O"	"BZQFBWGGLXLEPQ-REOHCLBHSA-N"	"O-Phospho-L-serine"	"184.00696"	""	""	""	"5.508"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4141"	"16272"	"18165"	"17269"	"63092"	"29259"	"25642"	"25113"	"32478"	"30399"	"19110"	"23324"	"15591"	"31345"	"23531"	"50137"
""	"C7H11NO5"	"CC(O)=NC(CCC(O)=O)C(O)=O"	"RFMMMVDNIPUKGG-UHFFFAOYNA-N"	"N-Acetyl-DL-glutamic acid"	"188.04478"	""	""	""	"1.210"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1109"	"4239"	"3634"	"4884"	"3825"	"3868"	"4735"	"2745"	"6411"	"5128"	"5664"	"2177"	"6102"	"3171"	"2665"	"5749"
"CHEBI:17521"	"C7H12O6"	"O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O"	"AAWZDTNXLSGCEK-WYWMIBKRSA-N"	"D-(-)-Quinic acid"	"191.04955"	""	""	""	"1.056"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"1685"	"2648"	"2229"	"3567"	"1846"	"1441"	"3384"	"1974"	"0"	"0"	"187"	"976"	"2963"	"4519"	"1534"
""	"C11H16N2O"	"CN=C(O)NC1=CC=C(C=C1)C(C)C"	"DOULWWSSZVEPIN-UHFFFAOYSA-N"	"Isoproturon-monodemethyl"	"191.10614"	""	""	""	"4.502"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"8358"	"20380"	"21693"	"21171"	"21646"	"19351"	"19332"	"20798"	"20026"	"23239"	"20520"	"18988"	"18891"	"24448"	"20964"	"16476"
""	"C10H13NO3"	"N[C@@H](CC(O)=O)CC1=CC=C(O)C=C1"	"VUNPIAMEJXBAFP-MRVPVSSYSA-N"	"L-beta-Homotyrosine"	"194.08098"	""	""	""	"5.562"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1985"	"3565"	"3753"	"3720"	"4438"	"4582"	"4068"	"3887"	"4459"	"4131"	"4111"	"4138"	"3780"	"3824"	"3907"	"3761"
""	"C6H12O7"	"OCC(O)C(O)C(O)C(O)C(O)=O"	"RGHNJXZEOKUKBD-UHFFFAOYNA-N"	"D-Gluconic acid"	"195.06055"	""	""	""	"6.771"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1267"	"2518"	"2924"	"3170"	"2709"	"2680"	"3028"	"2804"	"3223"	"2682"	"2621"	"3752"	"2046"	"12660"	"2766"	"2687"
""	"C5H2Cl3NO"	"OC1=C(Cl)C=C(Cl)C(Cl)=N1"	"WCYYAQFQZQEUEN-UHFFFAOYSA-N"	"3,5,6-Trichloro-2-pyridinol"	"195.92505"	""	""	""	"0.957"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2037"	"15439"	"23045"	"24155"	"21985"	"24726"	"20003"	"14204"	"22201"	"19231"	"17534"	"10411"	"16434"	"13041"	"14047"	"20019"
"CHEBI:48153"	"C4H9O7P"	"O[C@H](COP(O)(O)=O)[C@@H](O)C=O"	"NGHMDNPXVRFFGS-IUYQGCFVSA-N"	"D-Erythrose-4-phosphate"	"199.00343"	""	""	""	"6.138"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"29977"	"50277"	"57091"	"57031"	"55075"	"52759"	"47912"	"51713"	"47732"	"56275"	"53786"	"50927"	"49357"	"53426"	"51126"	"50072"
"CHEBI:50099"	"C9H9ClO3"	"CC1=CC(Cl)=CC=C1OCC(O)=O"	"WHKUVVPPKQRRBV-UHFFFAOYSA-N"	"MCPA"	"199.00343"	""	""	""	"1.249"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1444"	"6139"	"7646"	"8226"	"7862"	"7927"	"7629"	"8507"	"7807"	"7515"	"8039"	"6990"	"7568"	"7929"	"7975"	"7546"
"CHEBI:48153"	"C4H9O7P"	"O[C@H](COP(O)(O)=O)[C@@H](O)C=O"	"NGHMDNPXVRFFGS-IUYQGCFVSA-N"	"D-Erythrose-4-phosphate"	"199.00343"	""	""	""	"7.344"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6821"	"8679"	"11165"	"12452"	"8985"	"8291"	"8246"	"7936"	"8427"	"11143"	"10271"	"8759"	"8784"	"12967"	"8461"	"8754"
"CHEBI:48153"	"C4H9O7P"	"O[C@H](COP(O)(O)=O)[C@@H](O)C=O"	"NGHMDNPXVRFFGS-IUYQGCFVSA-N"	"D-Erythrose-4-phosphate"	"199.00633"	""	""	""	"7.878"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2045"	"2332"	"6247"	"1911"	"4697"	"3099"	"3238"	"2635"	"2304"	"5061"	"2253"	"1498"	"2771"	"2628"	"61871"	"4105"
"CHEBI:48153"	"C4H9O7P"	"O[C@H](COP(O)(O)=O)[C@@H](O)C=O"	"NGHMDNPXVRFFGS-IUYQGCFVSA-N"	"D-Erythrose-4-phosphate"	"199.00633"	""	""	""	"7.053"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"19083"	"32398"	"33326"	"23317"	"32722"	"29247"	"30584"	"27117"	"27715"	"31764"	"34688"	"26299"	"31324"	"35882"	"27079"	"31796"
"CHEBI:50099"	"C9H9ClO3"	"CC1=CC(Cl)=CC=C1OCC(O)=O"	"WHKUVVPPKQRRBV-UHFFFAOYSA-N"	"MCPA"	"199.00633"	""	""	""	"8.046"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1806"	"2439"	"4437"	"4177"	"5358"	"3924"	"2197"	"3810"	"4764"	"2650"	"2189"	"2729"	"3275"	"34261"	"751"	"2968"
"CHEBI:50099"	"C9H9ClO3"	"CC1=CC(Cl)=CC=C1OCC(O)=O"	"WHKUVVPPKQRRBV-UHFFFAOYSA-N"	"MCPA"	"199.01500"	""	""	""	"8.252"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"44078"	"15933"	"21718"	"23815"	"57674"	"22401"	"3799"	"8440"	"12152"	"4281"	"2527"	"15947"	"26381"	"1527"	"936"	"14849"
""	"C3H7NO5S2"	"N[C@@H](CSS(O)(=O)=O)C(O)=O"	"NOKPBJYHPHHWAN-REOHCLBHSA-N"	"Cysteine S-sulfate"	"199.96927"	""	""	""	"0.614"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"617"	"0"	"2933"	"1155"	"1825"	"103"	"3104"	"1643"	"0"
"CHEBI:45979"	"C10H7N3S"	"N1C2=CC=CC=C2N=C1C1=CSC=N1"	"WJCNZQLZVWNLKY-UHFFFAOYSA-N"	"Thiabendazole"	"200.02139"	""	""	""	"1.052"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"222"	"1927"	"704"	"1876"	"1186"	"1427"	"1523"	"2532"	"2667"	"5736"	"3244"	"7128"	"3639"	"11257"	"4111"	"3109"
"CHEBI:45979"	"C10H7N3S"	"N1C2=CC=CC=C2N=C1C1=CSC=N1"	"WJCNZQLZVWNLKY-UHFFFAOYSA-N"	"Thiabendazole"	"200.02428"	""	""	""	"0.611"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"736"	"260"	"0"	"93"	"2842"	"133"	"1569"	"523"	"1072"	"0"	"3803"	"3554"	"0"
""	"C7H6Cl2N2O"	"OC(=N)NC1=CC(Cl)=C(Cl)C=C1"	"CYESCLHCWJKRKM-UHFFFAOYSA-N"	"Diuron-desdimethyl"	"202.97412"	""	""	""	"0.475"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"1033"	"3616"	"688"	"3516"	"2701"	"1433"	"68"	"2537"	"1382"	"2491"	"135"	"6071"	"86"	"698"	"3766"
""	"C11H12N2O2"	"NC(CC1=CNC2=CC=CC=C12)C(O)=O"	"QIVBCDIJIAJPQS-UHFFFAOYNA-N"	"Tryptophan"	"203.08206"	""	""	""	"1.888"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"4413"	"12542"	"2985"	"5856"	"12361"	"3750"	"0"	"5499"	"1129"	"1697"	"0"	"9471"	"0"	"0"	"2070"
""	"C11H12N2O2"	"NC(CC1=CNC2=CC=CC=C12)C(O)=O"	"QIVBCDIJIAJPQS-UHFFFAOYNA-N"	"Tryptophan"	"203.08498"	""	""	""	"2.196"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"178"	"5326"	"17015"	"3587"	"7795"	"16015"	"3795"	"120"	"6170"	"2707"	"3992"	"0"	"15107"	"102"	"0"	"6300"
""	"C8H14O2S2"	"OC(=O)CCCCC1CCSS1"	"AGBQKNBQESQNJD-UHFFFAOYNA-N"	"DL-6,8-Thioctic acid"	"205.03281"	""	""	""	"0.622"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3116"	"21925"	"11607"	"57073"	"19082"	"18366"	"48813"	"37442"	"32759"	"863"	"766"	"47511"	"8846"	"39530"	"41494"	"32782"
""	"C13H18O2"	"CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O"	"HEFNNWSXXWATRW-JTQLQIEISA-N"	"Ibuprofen"	"205.12076"	""	""	""	"6.416"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1149"	"2191"	"2447"	"2894"	"2320"	"2777"	"2562"	"2777"	"3912"	"3318"	"2218"	"1619"	"1458"	"1859"	"1391"	"1597"
""	"C13H18O2"	"CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O"	"HEFNNWSXXWATRW-JTQLQIEISA-N"	"Ibuprofen"	"205.12369"	""	""	""	"5.068"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12029"	"20912"	"25649"	"25086"	"27521"	"25287"	"25038"	"27007"	"24588"	"24572"	"26766"	"24695"	"23422"	"24493"	"24548"	"23144"
""	"C10H8O3S"	"OS(=O)(=O)C1=CC2=CC=CC=C2C=C1"	"KVBGVZZKJNLNJU-UHFFFAOYSA-N"	"2-Naphthalenesulfonic acid"	"206.99875"	""	""	""	"1.248"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1280"	"6115"	"5550"	"9839"	"7393"	"8145"	"9178"	"10897"	"8916"	"11260"	"10141"	"14001"	"6659"	"9670"	"9010"	"8135"
""	"C10H8O3S"	"OS(=O)(=O)C1=CC2=CC=CC=C2C=C1"	"KVBGVZZKJNLNJU-UHFFFAOYSA-N"	"2-Naphthalenesulfonic acid"	"207.01054"	""	""	""	"2.992"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1295"	"20696"	"21228"	"13295"	"36397"	"31650"	"13118"	"39557"	"26473"	"22567"	"20848"	"17891"	"17230"	"32328"	"12342"	"22141"
""	"C10H8O3S"	"OS(=O)(=O)C1=CC2=CC=CC=C2C=C1"	"KVBGVZZKJNLNJU-UHFFFAOYSA-N"	"2-Naphthalenesulfonic acid"	"207.01349"	""	""	""	"3.324"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"20672"	"56491"	"67901"	"58322"	"61983"	"62209"	"62380"	"49066"	"64995"	"63221"	"65882"	"70931"	"63507"	"58716"	"73370"	"57436"
""	"C10H8O3S"	"OS(=O)(=O)C1=CC2=CC=CC=C2C=C1"	"KVBGVZZKJNLNJU-UHFFFAOYSA-N"	"2-Naphthalenesulfonic acid"	"207.02232"	""	""	""	"3.224"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"5327"	"40208"	"81770"	"91107"	"49457"	"85938"	"46255"	"40809"	"43808"	"70611"	"88591"	"63375"	"82731"	"79118"	"68636"	"84652"
"CHEBI:86549"	"C11H12O4"	"COC1=C(OC)C=C(\C=C\C(O)=O)C=C1"	"HJBWJAPEBGSQPR-GQCTYLIASA-N"	"3,4-Dimethoxycinnamic acid"	"207.05768"	""	""	""	"2.656"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"46123"	"146059"	"423394"	"111942"	"268145"	"412388"	"116930"	"32538"	"189972"	"69080"	"102282"	"17269"	"195098"	"13965"	"23440"	"116226"
"CHEBI:86549"	"C11H12O4"	"COC1=C(OC)C=C(\C=C\C(O)=O)C=C1"	"HJBWJAPEBGSQPR-GQCTYLIASA-N"	"3,4-Dimethoxycinnamic acid"	"207.05768"	""	""	""	"2.793"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"48235"	"137941"	"394670"	"101265"	"244711"	"394785"	"107385"	"31858"	"186552"	"68062"	"98925"	"16846"	"297158"	"16656"	"24091"	"184940"
"CHEBI:86549"	"C11H12O4"	"COC1=C(OC)C=C(\C=C\C(O)=O)C=C1"	"HJBWJAPEBGSQPR-GQCTYLIASA-N"	"3,4-Dimethoxycinnamic acid"	"207.07535"	""	""	""	"0.614"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"365"	"1559"	"1594"	"1623"	"1980"	"1952"	"26482"	"707"	"0"	"0"	"31815"	"682"	"35935"	"19278"	"1802"
""	"C5H11O7P"	"OC1C[C@H](O)[C@@H](COP(O)(O)=O)O1"	"KKZFLSZAWCYPOC-PYHARJCCSA-N"	"2-Deoxyribose 5-phosphate"	"213.02162"	""	""	""	"6.746"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"9914"	"9341"	"2560"	"15337"	"18796"	"9685"	"17020"	"16670"	"20797"	"10174"	"17821"	"15794"	"3607"	"19767"	"25718"	"24753"
""	"C9H10ClNO3"	"N[C@@H](CC1=CC(Cl)=C(O)C=C1)C(O)=O"	"ACWBBAGYTKWBCD-ZETCQYMHSA-N"	"3-Chloro-L-tyrosine"	"214.01785"	""	""	""	"1.053"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"163"	"1398"	"758"	"1399"	"1134"	"1265"	"795"	"1513"	"1901"	"3903"	"2139"	"4192"	"3773"	"8259"	"2600"	"2285"
""	"C9H10ClNO3"	"N[C@@H](CC1=CC(Cl)=C(O)C=C1)C(O)=O"	"ACWBBAGYTKWBCD-ZETCQYMHSA-N"	"3-Chloro-L-tyrosine"	"214.02385"	""	""	""	"0.594"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"61"	"51"	"1001"	"2"	"939"	"1206"	"2138"	"112"	"3613"	"3246"	"2030"	"197"	"3508"	"888"	"418"
""	"C8H8Cl2N2O"	"CN=C(O)NC1=CC(Cl)=C(Cl)C=C1"	"IDQHRQQSSQDLTR-UHFFFAOYSA-N"	"Diuron-desmethyl"	"216.99034"	""	""	""	"5.918"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3144"	"5930"	"12430"	"7386"	"10768"	"5854"	"4105"	"9615"	"6951"	"0"	"0"	"997"	"2164"	"5402"	"28868"	"6482"
"CHEBI:28854"	"C8H6Cl2O3"	"OC(=O)COC1=C(Cl)C=C(Cl)C=C1"	"OVSKIKFHRZPJSS-UHFFFAOYSA-N"	"2,4-D"	"218.95512"	""	""	""	"1.167"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"266"	"2048"	"2147"	"2530"	"2141"	"1972"	"3039"	"3225"	"3178"	"6701"	"4618"	"3726"	"5079"	"3967"	"4953"	"4185"
"CHEBI:28854"	"C8H6Cl2O3"	"OC(=O)COC1=C(Cl)C=C(Cl)C=C1"	"OVSKIKFHRZPJSS-UHFFFAOYSA-N"	"2,4-D"	"218.95815"	""	""	""	"0.471"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"4601"	"8337"	"3370"	"8393"	"7134"	"4161"	"2156"	"6997"	"4561"	"5796"	"1553"	"10373"	"1772"	"3095"	"6863"
""	"C10H8ClN3O"	"NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1"	"WYKYKTKDBLFHCY-UHFFFAOYSA-N"	"Chloridazon"	"220.02281"	""	""	""	"0.928"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3322"	"11968"	"7712"	"16833"	"8612"	"8941"	"15330"	"9507"	"15287"	"11839"	"19110"	"9958"	"8304"	"9789"	"9533"	"12675"
""	"C7H14N2O4S"	"N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O"	"ILRYLPWNYFXEMH-WHFBIAKZSA-N"	"L(+)-Cystathionine"	"221.06570"	""	""	""	"0.923"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"178"	"0"	"0"	"0"	"0"	"36"	"554"	"439"	"4148"	"1455"	"797"	"1859"	"3009"	"47"	"1013"
"CHEBI:15929"	"C13H20O3"	"CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O"	"GEWDNTWNSAZUDX-WQMVXFAESA-N"	"Methyl Jasmonic acid"	"223.13443"	""	""	""	"5.355"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6444"	"10596"	"11644"	"10604"	"12152"	"11309"	"11021"	"11647"	"10678"	"11188"	"12627"	"11507"	"11524"	"11137"	"10767"	"10561"
"CHEBI:15929"	"C13H20O3"	"CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O"	"GEWDNTWNSAZUDX-WQMVXFAESA-N"	"Methyl Jasmonic acid"	"223.13443"	""	""	""	"5.018"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7655"	"13377"	"13756"	"13840"	"15229"	"13491"	"13934"	"15515"	"13867"	"13929"	"15736"	"14467"	"12932"	"15499"	"13205"	"13527"
""	"C9H14N4O3"	"NCCC(O)=N[C@@H](CC1=CN=CN1)C(O)=O"	"CQOVPNPJLQNMDC-ZETCQYMHSA-N"	"L-Carnosine"	"225.11139"	""	""	""	"5.755"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3905"	"6930"	"6816"	"7266"	"7964"	"7444"	"6815"	"7137"	"7338"	"8001"	"8266"	"6892"	"7240"	"8437"	"7739"	"7435"
""	"C13H22O3"	"CCCCCC1C(CC(=O)OC)CCC1=O"	"KVWWIYGFBYDJQC-UHFFFAOYNA-N"	"Methyl Dihydrojasmonate"	"225.14825"	""	""	""	"5.060"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"15848"	"30211"	"26905"	"30883"	"30890"	"26271"	"35203"	"30314"	"30949"	"32727"	"37110"	"36490"	"29960"	"36210"	"33082"	"29035"
""	"C13H22O3"	"CCCCCC1C(CC(=O)OC)CCC1=O"	"KVWWIYGFBYDJQC-UHFFFAOYNA-N"	"Methyl Dihydrojasmonate"	"225.15909"	""	""	""	"5.539"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3480"	"5940"	"6046"	"6553"	"6401"	"7277"	"6521"	"7294"	"6060"	"7493"	"8952"	"6690"	"10293"	"8423"	"6994"	"6674"
""	"C11H13ClO3"	"CC1=CC(Cl)=CC=C1OCCCC(O)=O"	"LLWADFLAOKUBDR-UHFFFAOYSA-N"	"MCPB"	"227.03230"	""	""	""	"0.922"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1940"	"6459"	"1254"	"938"	"2895"	"356"	"3449"	"5795"	"8790"	"48349"	"17385"	"7967"	"25189"	"21646"	"3525"	"10349"
""	"C11H13ClO3"	"CC1=CC(Cl)=CC=C1OCCCC(O)=O"	"LLWADFLAOKUBDR-UHFFFAOYSA-N"	"MCPB"	"227.03847"	""	""	""	"6.619"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"19026"	"20175"	"23839"	"23459"	"14494"	"12126"	"12045"	"23752"	"23625"	"21509"	"21341"	"23602"	"9771"	"22000"	"11841"	"21257"
