"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1"	"QC2"	"R1_pre"	"R2_pre"	"R3_pre"	"Y1_pre"	"Y2_pre"	"Y3_pre"	"QC3"	"R1_post"	"R2_post"	"R3_post"	"Y1_post"	"Y2_post"	"Y3_post"	"QC4"
""	"C13H22N4O3S"	"CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/N(=O)=O"	"VMXUWOKSQNHOCA-UKTHLTGXSA-N"	"Ranitidine"	"315.14093"	""	""	""	"1.253"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1095"	"417"	"6468"	"2290"	"3328"	"5166"	"2221"	"677"	"188"	"1833"	"2323"	"756"	"3441"	"518"	"199"	"95"
""	"C13H22N4O3S"	"CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/N(=O)=O"	"VMXUWOKSQNHOCA-UKTHLTGXSA-N"	"Ranitidine"	"315.14093"	""	""	""	"5.546"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4027"	"37137"	"20627"	"19315"	"17171"	"16794"	"14866"	"18758"	"20924"	"18760"	"23548"	"24519"	"18728"	"28958"	"24624"	"20572"
""	"C13H22N4O3S"	"CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/N(=O)=O"	"VMXUWOKSQNHOCA-UKTHLTGXSA-N"	"Ranitidine"	"315.14819"	""	""	""	"3.652"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4959"	"22692"	"7312"	"6099"	"11484"	"7300"	"5302"	"10823"	"9424"	"4204"	"4924"	"11753"	"7916"	"8980"	"11764"	"10174"
""	"C20H19N4"	"CC1=CC2=NC3=C(C=C(N)C(C)=C3)[N+](C3=CC=CC=C3)=C2C=C1N"	"WULISCVZERSMML-UHFFFAOYSA-O"	"Safranin"	"315.15182"	""	""	""	"5.778"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"9238"	"65819"	"37250"	"40595"	"40828"	"40278"	"45468"	"34011"	"38265"	"37101"	"35518"	"39788"	"34687"	"35513"	"38020"	"28132"
""	"C20H19N4"	"CC1=CC2=NC3=C(C=C(N)C(C)=C3)[N+](C3=CC=CC=C3)=C2C=C1N"	"WULISCVZERSMML-UHFFFAOYSA-O"	"Safranin"	"315.15546"	""	""	""	"5.85"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"35162"	"96934"	"47078"	"42495"	"39934"	"46239"	"39887"	"40519"	"44216"	"48952"	"47268"	"50367"	"43506"	"41631"	"43320"	"44884"
""	"C20H19N4"	"CC1=CC2=NC3=C(C=C(N)C(C)=C3)[N+](C3=CC=CC=C3)=C2C=C1N"	"WULISCVZERSMML-UHFFFAOYSA-O"	"Safranin"	"315.15546"	""	""	""	"5.902"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"43668"	"17627"	"18754"	"17933"	"13925"	"19524"	"16313"	"19152"	"11013"	"16792"	"19162"	"25503"	"19877"	"18138"	"17524"	"7945"
""	"C20H19N4"	"CC1=CC2=NC3=C(C=C(N)C(C)=C3)[N+](C3=CC=CC=C3)=C2C=C1N"	"WULISCVZERSMML-UHFFFAOYSA-O"	"Safranin"	"315.15546"	""	""	""	"5.59"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"21185"	"5025"	"6975"	"8681"	"6773"	"12512"	"5779"	"5017"	"3301"	"12486"	"18103"	"14663"	"13353"	"14120"	"10999"	"4699"
""	"C20H19N4"	"CC1=CC2=NC3=C(C=C(N)C(C)=C3)[N+](C3=CC=CC=C3)=C2C=C1N"	"WULISCVZERSMML-UHFFFAOYSA-O"	"Safranin"	"315.16635"	""	""	""	"6.937"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"94225"	"19562"	"20844"	"8503"	"21071"	"18524"	"23293"	"24984"	"27789"	"18833"	"23558"	"10978"	"22982"	"19250"	"13185"	"21156"
""	"C20H19N4"	"CC1=CC2=NC3=C(C=C(N)C(C)=C3)[N+](C3=CC=CC=C3)=C2C=C1N"	"WULISCVZERSMML-UHFFFAOYSA-O"	"Safranin"	"315.17361"	""	""	""	"6.861"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"19883"	"34976"	"148342"	"155603"	"183080"	"152589"	"206458"	"184554"	"32250"	"99184"	"171135"	"58080"	"110801"	"56097"	"49677"	"27499"
""	"C21H30O2"	"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"	"RJKFOVLPORLFTN-UHFFFAOYNA-N"	"Progesterone"	"315.22086"	""	""	""	"7.156"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1088"	"41372"	"43604"	"39497"	"38298"	"49090"	"35831"	"39395"	"42932"	"53342"	"43673"	"51638"	"42727"	"78708"	"50362"	"26346"
""	"C21H30O2"	"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"	"RJKFOVLPORLFTN-UHFFFAOYNA-N"	"Progesterone"	"315.22449"	""	""	""	"6.479"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6518"	"114975"	"39737"	"33914"	"35411"	"35723"	"40713"	"35605"	"44197"	"50604"	"44411"	"38498"	"31547"	"32201"	"31638"	"35656"
""	"C21H30O2"	"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"	"RJKFOVLPORLFTN-UHFFFAOYNA-N"	"Progesterone"	"315.22449"	""	""	""	"7.208"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"5202"	"64565"	"64863"	"59117"	"45211"	"61889"	"65768"	"63053"	"52523"	"68315"	"71217"	"61779"	"65318"	"80874"	"62380"	"41353"
""	"C21H30O2"	"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"	"RJKFOVLPORLFTN-UHFFFAOYNA-N"	"Progesterone"	"315.22449"	""	""	""	"7.27"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"32832"	"5993"	"5285"	"5360"	"7581"	"8097"	"12551"	"9811"	"8399"	"7200"	"6770"	"7279"	"4713"	"4721"	"9896"	"10913"
""	"C21H30O2"	"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"	"RJKFOVLPORLFTN-UHFFFAOYNA-N"	"Progesterone"	"315.22812"	""	""	""	"7.333"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"49973"	"2277"	"6726"	"7333"	"8344"	"3401"	"3382"	"3527"	"3749"	"4068"	"2316"	"1875"	"6431"	"1978"	"6288"	"3456"
""	"C21H30O2"	"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"	"RJKFOVLPORLFTN-UHFFFAOYNA-N"	"Progesterone"	"315.23175"	""	""	""	"6.79"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"29492"	"97771"	"63306"	"136896"	"122212"	"133298"	"185302"	"117514"	"68314"	"136461"	"148211"	"108669"	"111122"	"136171"	"117172"	"73173"
""	"C21H30O2"	"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C"	"RJKFOVLPORLFTN-UHFFFAOYNA-N"	"Progesterone"	"315.23175"	""	""	""	"6.71"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6822"	"13474"	"136606"	"75943"	"31404"	"48290"	"77872"	"28263"	"5910"	"56018"	"55262"	"19322"	"50093"	"35815"	"16308"	"8637"
"CHEBI:81922"	"C16H15F2N3Si"	"C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1"	"FQKUGOMFVDPBIZ-UHFFFAOYSA-N"	"Flusilazole"	"316.10049"	""	""	""	"1.043"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1979"	"179"	"3487"	"4701"	"4992"	"4097"	"3757"	"10860"	"0"	"89"	"149"	"7030"	"4997"	"10784"	"16387"	"0"
"CHEBI:81922"	"C16H15F2N3Si"	"C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1"	"FQKUGOMFVDPBIZ-UHFFFAOYSA-N"	"Flusilazole"	"316.10413"	""	""	""	"5.702"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"17138"	"439"	"1013"	"1054"	"880"	"817"	"1001"	"145"	"634"	"473"	"761"	"1545"	"769"	"1173"	"301"	"635"
"CHEBI:81922"	"C16H15F2N3Si"	"C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1"	"FQKUGOMFVDPBIZ-UHFFFAOYSA-N"	"Flusilazole"	"316.10413"	""	""	""	"5.654"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4764"	"42446"	"18298"	"12873"	"11957"	"15101"	"16477"	"11990"	"18282"	"18656"	"17413"	"13159"	"11171"	"11541"	"13735"	"14764"
""	"C18H21NO4"	"COC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5C"	"BRUQQQPBMZOVGD-UHFFFAOYNA-N"	"Oxycodone"	"316.14777"	""	""	""	"3.481"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"28449"	"383"	"88364"	"70883"	"108666"	"74987"	"51847"	"95361"	"16"	"5"	"94"	"53014"	"112455"	"156329"	"193038"	"180"
""	"C18H21NO4"	"COC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5C"	"BRUQQQPBMZOVGD-UHFFFAOYNA-N"	"Oxycodone"	"316.1514"	""	""	""	"3.187"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2249"	"340"	"3747"	"3442"	"4017"	"2957"	"2277"	"5788"	"110"	"156"	"219"	"1181"	"2308"	"4729"	"7186"	"172"
""	"C18H21NO4"	"COC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5C"	"BRUQQQPBMZOVGD-UHFFFAOYNA-N"	"Oxycodone"	"316.1514"	""	""	""	"3.429"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"30741"	"139"	"101899"	"77759"	"126304"	"84631"	"57029"	"101373"	"411"	"651"	"205"	"50591"	"98667"	"135362"	"166503"	"480"
""	"C18H21NO4"	"COC1=C2OC3C(=O)CCC4(O)C5CC(C=C1)=C2C34CCN5C"	"BRUQQQPBMZOVGD-UHFFFAOYNA-N"	"Oxycodone"	"316.15869"	""	""	""	"0.571"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"11921"	"32"	"7941"	"13546"	"18289"	"12638"	"13856"	"26678"	"39"	"0"	"0"	"4779"	"8460"	"21213"	"28469"	"0"
""	"C16H13O7"	"COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"	"AFOLOMGWVXKIQL-UHFFFAOYSA-O"	"Petunidin"	"317.05057"	""	""	""	"5.16"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7953"	"19164"	"10012"	"9842"	"10424"	"12949"	"12248"	"11739"	"14123"	"11878"	"10097"	"16951"	"10562"	"12615"	"9288"	"13123"
""	"C16H13O7"	"COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"	"AFOLOMGWVXKIQL-UHFFFAOYSA-O"	"Petunidin"	"317.05783"	""	""	""	"5.323"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"511"	"11405"	"7575"	"5749"	"6336"	"8959"	"8504"	"4406"	"9297"	"7745"	"9753"	"7341"	"8615"	"5186"	"6975"	"7437"
""	"C16H13O7"	"COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"	"AFOLOMGWVXKIQL-UHFFFAOYSA-O"	"Petunidin"	"317.06149"	""	""	""	"0.619"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2297"	"1610"	"1279"	"9763"	"3194"	"1668"	"6123"	"5461"	"1218"	"1931"	"2632"	"6970"	"1590"	"6408"	"7150"	"1358"
"CHEBI:6052"	"C16H12O7"	"COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"	"IZQSVPBOUDKVDZ-UHFFFAOYSA-N"	"Isorhamnetin"	"317.06876"	""	""	""	"3.874"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"8166"	"13272"	"9116"	"2276"	"8562"	"3409"	"4906"	"4555"	"10467"	"4481"	"3235"	"9064"	"6502"	"3845"	"3543"	"2202"
"CHEBI:2953"	"C10H12N3O3PS2"	"COP(=S)(OC)SCN1N=NC2=CC=CC=C2C1=O"	"CJJOSEISRRTUQB-UHFFFAOYSA-N"	"Azinphos-methyl"	"318.00571"	""	""	""	"4.655"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1592"	"4363"	"1094"	"758"	"759"	"1502"	"1089"	"1355"	"746"	"738"	"399"	"963"	"1061"	"1114"	"234"	"787"
""	"C20H31NO2"	"CCN(CC)CCOC(=O)C(C1CCCCC1)C1=CC=CC=C1"	"AGJBLWCLQCKRJP-UHFFFAOYNA-N"	"Drofenine"	"318.22464"	""	""	""	"6.858"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"723"	"92878"	"95156"	"58409"	"49023"	"105235"	"72235"	"1717"	"29808"	"72536"	"10168"	"21467"	"18795"	"6306"	"2051"
""	"C20H31NO2"	"CCN(CC)CCOC(=O)C(C1CCCCC1)C1=CC=CC=C1"	"AGJBLWCLQCKRJP-UHFFFAOYNA-N"	"Drofenine"	"318.2356"	""	""	""	"6.298"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12195"	"101"	"201"	"5367"	"4759"	"4625"	"4974"	"3600"	"4668"	"4141"	"5231"	"5728"	"5390"	"38"	"5054"	"222"
""	"C20H31NO2"	"CCN(CC)CCOC(=O)C(C1CCCCC1)C1=CC=CC=C1"	"AGJBLWCLQCKRJP-UHFFFAOYNA-N"	"Drofenine"	"318.2356"	""	""	""	"6.113"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"21780"	"16270"	"13112"	"13575"	"17089"	"11824"	"14363"	"15801"	"18118"	"17029"	"15782"	"13790"	"14978"	"13114"	"15334"
""	"C20H31NO2"	"CCN(CC)CCOC(=O)C(C1CCCCC1)C1=CC=CC=C1"	"AGJBLWCLQCKRJP-UHFFFAOYNA-N"	"Drofenine"	"318.23923"	""	""	""	"6.238"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"26503"	"18068"	"13951"	"14748"	"10784"	"16420"	"14226"	"14079"	"15827"	"14469"	"16972"	"13514"	"17174"	"13370"	"14404"	"14454"
""	"C20H31NO2"	"CCN(CC)CCOC(=O)C(C1CCCCC1)C1=CC=CC=C1"	"AGJBLWCLQCKRJP-UHFFFAOYNA-N"	"Drofenine"	"318.23923"	""	""	""	"6.175"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12009"	"41565"	"28397"	"30340"	"26355"	"28994"	"26052"	"27289"	"31236"	"32170"	"30106"	"29377"	"28222"	"22461"	"24124"	"27244"
"CHEBI:18152"	"C15H10O8"	"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"	"IKMDFBPHZNJCSN-UHFFFAOYSA-N"	"Myricetin"	"319.03171"	""	""	""	"0.961"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1597"	"699"	"3622"	"1929"	"3574"	"2385"	"1079"	"1822"	"73"	"542"	"439"	"477"	"13358"	"6069"	"3747"	"207"
"CHEBI:18152"	"C15H10O8"	"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"	"IKMDFBPHZNJCSN-UHFFFAOYSA-N"	"Myricetin"	"319.04266"	""	""	""	"1.349"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2508"	"626"	"13152"	"5594"	"4968"	"6554"	"3617"	"8643"	"878"	"6105"	"5077"	"7255"	"8920"	"653"	"4183"	"683"
"CHEBI:18152"	"C15H10O8"	"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"	"IKMDFBPHZNJCSN-UHFFFAOYSA-N"	"Myricetin"	"319.04633"	""	""	""	"3.312"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4072"	"5480"	"6659"	"5642"	"4066"	"7073"	"7207"	"2840"	"1270"	"6416"	"3360"	"7860"	"4284"	"3635"	"3862"	"695"
"CHEBI:18152"	"C15H10O8"	"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"	"IKMDFBPHZNJCSN-UHFFFAOYSA-N"	"Myricetin"	"319.05365"	""	""	""	"3.519"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2692"	"5875"	"8618"	"8447"	"6941"	"11142"	"10254"	"7227"	"7135"	"15176"	"8219"	"9495"	"7784"	"7822"	"9113"	"5575"
"CHEBI:83469"	"C17H15ClO4"	"CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O"	"MQOBSOSZFYZQOK-UHFFFAOYSA-N"	"Fenofibric acid"	"319.06094"	""	""	""	"1.109"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4158"	"446"	"2179"	"373"	"3339"	"1166"	"3040"	"3191"	"212"	"34638"	"9263"	"5144"	"44221"	"43940"	"18962"	"488"
"CHEBI:83469"	"C17H15ClO4"	"CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O"	"MQOBSOSZFYZQOK-UHFFFAOYSA-N"	"Fenofibric acid"	"319.06827"	""	""	""	"0.922"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12722"	"152"	"14757"	"9444"	"22303"	"16407"	"8311"	"8444"	"135"	"376"	"176"	"2120"	"9574"	"4547"	"7297"	"203"
"CHEBI:83469"	"C17H15ClO4"	"CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O"	"MQOBSOSZFYZQOK-UHFFFAOYSA-N"	"Fenofibric acid"	"319.06827"	""	""	""	"3.688"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2485"	"13344"	"11602"	"9890"	"8260"	"12277"	"10880"	"9627"	"11134"	"9823"	"8370"	"9413"	"8178"	"10452"	"12228"	"9202"
"CHEBI:83469"	"C17H15ClO4"	"CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O"	"MQOBSOSZFYZQOK-UHFFFAOYSA-N"	"Fenofibric acid"	"319.0719"	""	""	""	"0.611"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"486"	"327"	"293"	"392"	"240"	"203"	"72"	"75"	"166"	"99798"	"12428"	"2419"	"5939"	"3810"	"152"	"95"
"CHEBI:83469"	"C17H15ClO4"	"CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O"	"MQOBSOSZFYZQOK-UHFFFAOYSA-N"	"Fenofibric acid"	"319.08289"	""	""	""	"5.364"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"824"	"16550"	"8500"	"7292"	"8309"	"6255"	"9128"	"8459"	"8215"	"7719"	"9124"	"8975"	"8441"	"6320"	"7730"	"5689"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.13403"	""	""	""	"2.538"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"16592"	"112474"	"46174"	"46181"	"47535"	"45106"	"43502"	"47465"	"67142"	"30652"	"39935"	"46992"	"59536"	"64586"	"47352"	"47199"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.1377"	""	""	""	"2.277"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"20283"	"27995"	"42311"	"31039"	"36799"	"36953"	"33261"	"35578"	"1050"	"33441"	"31420"	"48211"	"58947"	"57107"	"54125"	"1111"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.1377"	""	""	""	"7.565"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"35892"	"57478"	"69521"	"45800"	"23437"	"26021"	"22796"	"34802"	"42978"	"40702"	"60174"	"40426"	"27289"	"19261"	"32555"	"16975"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14136"	""	""	""	"11.268"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"16512"	"32305"	"36809"	"24002"	"32936"	"37433"	"35128"	"25438"	"29355"	"21758"	"27237"	"27672"	"21156"	"26125"	"21960"	"15619"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14499"	""	""	""	"5.833"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"5007"	"19568"	"18569"	"31117"	"13968"	"28038"	"25754"	"9663"	"13427"	"13395"	"12184"	"14700"	"10865"	"11977"	"11216"	"11441"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14499"	""	""	""	"5.042"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7007"	"30897"	"12761"	"10758"	"8976"	"11912"	"9567"	"8200"	"9710"	"14434"	"15587"	"14256"	"7621"	"8048"	"7660"	"7991"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14499"	""	""	""	"5.581"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2924"	"25853"	"12998"	"10280"	"11280"	"12657"	"12313"	"10946"	"17794"	"17011"	"18978"	"12795"	"12389"	"11383"	"6815"	"12984"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14499"	""	""	""	"6.44"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7852"	"15557"	"69016"	"26615"	"15643"	"23883"	"21442"	"27480"	"21095"	"31911"	"36484"	"27580"	"20879"	"18976"	"7699"	"11070"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14734"	""	""	""	"2.496"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3157"	"55178"	"37547"	"1141"	"3071"	"2835"	"30774"	"2356"	"54904"	"2244"	"1891"	"2480"	"3914"	"1978"	"40335"	"37557"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14865"	""	""	""	"4.855"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"24935"	"71615"	"38847"	"35224"	"33445"	"37758"	"37216"	"38258"	"36060"	"39148"	"40749"	"37860"	"34907"	"33265"	"28609"	"26813"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.14865"	""	""	""	"4.072"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2695"	"10837"	"8002"	"4698"	"6500"	"7245"	"11620"	"9102"	"5344"	"7463"	"3405"	"6425"	"13718"	"15331"	"10611"	"4162"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.15961"	""	""	""	"0.555"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1673"	"0"	"72"	"349"	"1059"	"517"	"893"	"2463"	"0"	"1378"	"1225"	"10508"	"3591"	"6242"	"4257"	"94"
""	"C18H22O5"	"C[C@H]1CCCC(=O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1"	"MBMQEIFVQACCCH-QBODLPLBSA-N"	"Zearalenone"	"319.17059"	""	""	""	"3.286"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7002"	"2094"	"15545"	"9329"	"17353"	"14054"	"8903"	"13589"	"725"	"1725"	"2441"	"10573"	"16124"	"29029"	"33000"	"2036"
"CHEBI:100246"	"C16H18FN3O3"	"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1"	"OGJPXUAPXNRGGI-UHFFFAOYSA-N"	"Norfloxacin"	"320.14355"	""	""	""	"0.476"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3694"	"0"	"1848"	"1536"	"3684"	"3830"	"1651"	"3338"	"0"	"0"	"0"	"2591"	"15361"	"12938"	"7643"	"0"
