tx_id	ensgene	symbol
YLR347W-A	YLR347W-A	YLR347W-A
YLR348C	YLR348C	DIC1
YLR349W	YLR349W	YLR349W
YLR350W	YLR350W	ORM2
YLR351C	YLR351C	NIT3
YLR352W	YLR352W	YLR352W
YLR353W	YLR353W	BUD8
YLR354C	YLR354C	TAL1
YLR355C	YLR355C	ILV5
YLR356W	YLR356W	ATG33
YLR357W	YLR357W	RSC2
YLR358C	YLR358C	YLR358C
YLR359W	YLR359W	ADE13
YLR360W	YLR360W	VPS38
YLR361C	YLR361C	DCR2
YLR361C-A	YLR361C-A	YLR361C-A
YLR362W	YLR362W	STE11
YLR363C	YLR363C	NMD4
YLR363W-A	YLR363W-A	YLR363W-A
YLR364W	YLR364W	GRX8
YLR365W	YLR365W	YLR365W
YLR364C-A	YLR364C-A	YLR364C-A
YLR366W	YLR366W	YLR366W
YLR367W	YLR367W	RPS22B
snR44	snR44	snR44
YLR368W	YLR368W	MDM30
YLR369W	YLR369W	SSQ1
YLR370C	YLR370C	ARC18
YLR371W	YLR371W	ROM2
YLR372W	YLR372W	ELO3
YLR373C	YLR373C	VID22
YLR374C	YLR374C	YLR374C
YLR375W	YLR375W	STP3
YLR376C	YLR376C	PSY3
YLR377C	YLR377C	FBP1
tK(UUU)L	tK(UUU)L	tK(UUU)L
YLR378C	YLR378C	SEC61
YLR379W	YLR379W	YLR379W
YLR380W	YLR380W	CSR1
YLR381W	YLR381W	CTF3
YLR382C	YLR382C	NAM2
YLR383W	YLR383W	SMC6
YLR384C	YLR384C	IKI3
YLR385C	YLR385C	SWC7
YLR386W	YLR386W	VAC14
YLR387C	YLR387C	REH1
YLR388W	YLR388W	RPS29A
snR34	snR34	snR34
YLR389C	YLR389C	STE23
YLR390W	YLR390W	ECM19
YLR390W-A	YLR390W-A	CCW14
YLR392C	YLR392C	ART10
YLR393W	YLR393W	ATP10
YLR394W	YLR394W	CST9
YLR395C	YLR395C	COX8
YLR396C	YLR396C	VPS33
YLR397C	YLR397C	AFG2
YLR398C	YLR398C	SKI2
YLR399C	YLR399C	BDF1
YLR399W-A	YLR399W-A	YLR399W-A
YLR400W	YLR400W	YLR400W
YLR401C	YLR401C	DUS3
YLR402W	YLR402W	YLR402W
YLR403W	YLR403W	SFP1
YLR404W	YLR404W	FLD1
YLR405W	YLR405W	DUS4
YLR406C	YLR406C	RPL31B
YLR406C-A	YLR406C-A	YLR406C-A
YLR407W	YLR407W	YLR407W
YLR408C	YLR408C	BLS1
YLR409C	YLR409C	UTP21
YLR410W	YLR410W	VIP1
YLR410W-B	YLR410W-B	YLR410W-B
YLR410W-A	YLR410W-A	YLR410W-A
YLR411W	YLR411W	CTR3
YLR412W	YLR412W	BER1
YLR412C-A	YLR412C-A	YLR412C-A
YLR413W	YLR413W	INA1
YLR414C	YLR414C	PUN1
YLR415C	YLR415C	YLR415C
YLR416C	YLR416C	YLR416C
YLR417W	YLR417W	VPS36
YLR418C	YLR418C	CDC73
YLR419W	YLR419W	YLR419W
tL(UAA)L	tL(UAA)L	tL(UAA)L
YLR420W	YLR420W	URA4
YLR421C	YLR421C	RPN13
YLR422W	YLR422W	YLR422W
YLR423C	YLR423C	ATG17
YLR424W	YLR424W	SPP382
tN(GUU)L	tN(GUU)L	tN(GUU)L
YLR425W	YLR425W	TUS1
YLR426W	YLR426W	TDA5
YLR427W	YLR427W	MAG2
YLR428C	YLR428C	YLR428C
YLR429W	YLR429W	CRN1
YLR430W	YLR430W	SEN1
YLR431C	YLR431C	ATG23
YLR432W	YLR432W	IMD3
YLR433C	YLR433C	CNA1
YLR434C	YLR434C	YLR434C
YLR435W	YLR435W	TSR2
YLR436C	YLR436C	ECM30
YLR437C	YLR437C	DIF1
YLR437C-A	YLR437C-A	YLR437C-A
YLR438W	YLR438W	CAR2
YLR438C-A	YLR438C-A	LSM3
YLR439W	YLR439W	MRPL4
YLR440C	YLR440C	SEC39
YLR441C	YLR441C	RPS1A
YLR442C	YLR442C	SIR3
YLR443W	YLR443W	ECM7
YLR444C	YLR444C	YLR444C
YLR445W	YLR445W	GMC2
YLR446W	YLR446W	YLR446W
YLR447C	YLR447C	VMA6
YLR448W	YLR448W	RPL6B
YLR449W	YLR449W	FPR4
YLR450W	YLR450W	HMG2
YLR451W	YLR451W	LEU3
YLR452C	YLR452C	SST2
YLR453C	YLR453C	RIF2
YLR454W	YLR454W	FMP27
tI(AAU)L2	tI(AAU)L2	tI(AAU)L2
YLR455W	YLR455W	PDP3
YLR456W	YLR456W	YLR456W
YLR457C	YLR457C	NBP1
YLR458W	YLR458W	YLR458W
YLR459W	YLR459W	GAB1
YLR460C	YLR460C	YLR460C
YLR461W	YLR461W	PAU4
YLR462W	YLR462W	YLR462W
YLR463C	YLR463C	YLR463C
YLR464W	YLR464W	YLR464W
YLR465C	YLR465C	BSC3
YLR466W	YLR466W	YRF1-4
YLR466C-A	YLR466C-A	YLR466C-A
YLR466C-B	YLR466C-B	YLR466C-B
YLR467W	YLR467W	YRF1-5
YLR467C-A	YLR467C-A	YLR467C-A
YML133C	YML133C	YML133C
YML133W-B	YML133W-B	YML133W-B
YML133W-A	YML133W-A	YML133W-A
YML132W	YML132W	COS3
YML131W	YML131W	YML131W
YML130C	YML130C	ERO1
YML129C	YML129C	COX14
YML128C	YML128C	MSC1
YML127W	YML127W	RSC9
YML126C	YML126C	ERG13
YML125C	YML125C	PGA3
YML124C	YML124C	TUB3
YML123C	YML123C	PHO84
YML122C	YML122C	YML122C
YML121W	YML121W	GTR1
YML120C	YML120C	NDI1
YML119W	YML119W	YML119W
YML118W	YML118W	NGL3
YML117W	YML117W	NAB6
YML116W-A	YML116W-A	YML116W-A
YML116W	YML116W	ATR1
YML115C	YML115C	VAN1
YML114C	YML114C	TAF8
YML113W	YML113W	DAT1
YML112W	YML112W	CTK3
YML111W	YML111W	BUL2
YML110C	YML110C	COQ5
YML109W	YML109W	ZDS2
YML108W	YML108W	YML108W
YML107C	YML107C	PML39
YML106W	YML106W	URA5
YML105C	YML105C	SEC65
YML104C	YML104C	MDM1
YML103C	YML103C	NUP188
snR85	snR85	snR85
YML102W	YML102W	CAC2
YML101C-A	YML101C-A	YML101C-A
YML101C	YML101C	CUE4
YML100W-A	YML100W-A	YML100W-A
YML100W	YML100W	TSL1
YML099W-A	YML099W-A	YML099W-A
YML099C	YML099C	ARG81
YML098W	YML098W	TAF13
YML097C	YML097C	VPS9
YML096W	YML096W	YML096W
YML095C	YML095C	RAD10
YML094C-A	YML094C-A	YML094C-A
YML094W	YML094W	GIM5
YML093W	YML093W	UTP14
YML092C	YML092C	PRE8
YML091C	YML091C	RPM2
YML090W	YML090W	YML090W
YML089C	YML089C	YML089C
YML088W	YML088W	UFO1
YML087C	YML087C	AIM33
YML086C	YML086C	ALO1
YML085C	YML085C	TUB1
YML084W	YML084W	YML084W
YML083C	YML083C	YML083C
YML082W	YML082W	YML082W
YML081C-A	YML081C-A	ATP18
YML081W	YML081W	TDA9
YML080W	YML080W	DUS1
YML079W	YML079W	YML079W
YML078W	YML078W	CPR3
YML077W	YML077W	BET5
YML076C	YML076C	WAR1
YML075C	YML075C	HMG1
YML074C	YML074C	FPR3
YML073C	YML073C	RPL6A
YML072C	YML072C	TCB3
YML071C	YML071C	COG8
tR(UCU)M2	tR(UCU)M2	tR(UCU)M2
YML070W	YML070W	DAK1
YML069W	YML069W	POB3
YML068W	YML068W	ITT1
YML067C	YML067C	ERV41
YML066C	YML066C	SMA2
YML065W	YML065W	ORC1
YML064C	YML064C	TEM1
YML063W	YML063W	RPS1B
YML062C	YML062C	MFT1
YML061C	YML061C	PIF1
YML060W	YML060W	OGG1
YML059C	YML059C	NTE1
YML058W-A	YML058W-A	HUG1
YML058W	YML058W	SML1
YML057C-A	YML057C-A	YML057C-A
YML057W	YML057W	CMP2
YML056C	YML056C	IMD4
snR54	snR54	snR54
YML055W	YML055W	SPC2
YML054C	YML054C	CYB2
YML054C-A	YML054C-A	YML054C-A
tY(GUA)M1	tY(GUA)M1	SUP5
YML053C	YML053C	YML053C
YML052W	YML052W	SUR7
YML051W	YML051W	GAL80
YML050W	YML050W	AIM32
YML049C	YML049C	RSE1
YML048W	YML048W	GSF2
YML047W-A	YML047W-A	YML047W-A
YML047C	YML047C	PRM6
YML046W	YML046W	PRP39
tG(GCC)M	tG(GCC)M	tG(GCC)M
YML045W	YML045W	YML045W
YML045W-A	YML045W-A	YML045W-A
YML043C	YML043C	RRN11
YML042W	YML042W	CAT2
YML041C	YML041C	VPS71
tP(UGG)M	tP(UGG)M	SUF7
YML039W	YML039W	YML039W
YML040W	YML040W	YML040W
YML038C	YML038C	YMD8
YML037C	YML037C	YML037C
YML036W	YML036W	CGI121
YML035C	YML035C	AMD1
YML034C-A	YML034C-A	YML034C-A
YML034W	YML034W	SRC1
YML032C	YML032C	RAD52
YML031C-A	YML031C-A	YML031C-A
YML031W	YML031W	NDC1
YML030W	YML030W	RCF1
YML029W	YML029W	USA1
YML028W	YML028W	TSA1
YML027W	YML027W	YOX1
YML026C	YML026C	RPS18B
YML025C	YML025C	YML6
YML024W	YML024W	RPS17A
YML023C	YML023C	NSE5
YML022W	YML022W	APT1
YML021C	YML021C	UNG1
YML020W	YML020W	YML020W
YML019W	YML019W	OST6
YML018C	YML018C	YML018C
YML017W	YML017W	PSP2
YML016C	YML016C	PPZ1
YML015C	YML015C	TAF11
YML014W	YML014W	TRM9
YML013W	YML013W	UBX2
YML012C-A	YML012C-A	YML012C-A
YML012W	YML012W	ERV25
YML011C	YML011C	RAD33
YML010W	YML010W	SPT5
YML009W-B	YML009W-B	YML009W-B
YML009C-A	YML009C-A	YML009C-A
YML009C	YML009C	MRPL39
YML008C	YML008C	ERG6
YML007C-A	YML007C-A	YML007C-A
YML007W	YML007W	YAP1
YML006C	YML006C	GIS4
tS(AGA)M	tS(AGA)M	tS(AGA)M
YML005W	YML005W	TRM12
YML004C	YML004C	GLO1
YML003W	YML003W	YML003W
YML002W	YML002W	YML002W
YML001W	YML001W	YPT7
YMR001C	YMR001C	CDC5
YMR001C-A	YMR001C-A	YMR001C-A
YMR002W	YMR002W	MIX17
YMR003W	YMR003W	AIM34
YMR004W	YMR004W	MVP1
YMR005W	YMR005W	TAF4
YMR006C	YMR006C	PLB2
YMR007W	YMR007W	YMR007W
YMR008C	YMR008C	PLB1
YMR009W	YMR009W	ADI1
YMR010W	YMR010W	YMR010W
YMR011W	YMR011W	HXT2
tE(UUC)M	tE(UUC)M	tE(UUC)M
YMR012W	YMR012W	CLU1
YMR013C	YMR013C	SEC59
YMR013C-A	YMR013C-A	YMR013C-A
snR78	snR78	snR78
snR77	snR77	snR77
snR76	snR76	snR76
snR75	snR75	snR75
snR74	snR74	snR74
snR73	snR73	snR73
YMR013W-A	YMR013W-A	YMR013W-A
snR72	snR72	snR72
YMR014W	YMR014W	BUD22
YMR015C	YMR015C	ERG5
YMR016C	YMR016C	SOK2
YMR017W	YMR017W	SPO20
YMR018W	YMR018W	YMR018W
YMR019W	YMR019W	STB4
YMR020W	YMR020W	FMS1
YMR021C	YMR021C	MAC1
YMR022W	YMR022W	UBC7
YMR023C	YMR023C	MSS1
tA(AGC)M1	tA(AGC)M1	tA(AGC)M1
YMR024W	YMR024W	MRPL3
YMR025W	YMR025W	CSI1
YMR026C	YMR026C	PEX12
YMR027W	YMR027W	YMR027W
YMR028W	YMR028W	TAP42
YMR029C	YMR029C	FAR8
YMR030W	YMR030W	RSF1
YMR031C	YMR031C	EIS1
YMR031W-A	YMR031W-A	YMR031W-A
YMR032W	YMR032W	HOF1
YMR030W-A	YMR030W-A	YMR030W-A
YMR033W	YMR033W	ARP9
YMR034C	YMR034C	YMR034C
YMR035W	YMR035W	IMP2
YMR036C	YMR036C	MIH1
YMR037C	YMR037C	MSN2
YMR038C	YMR038C	CCS1
YMR039C	YMR039C	SUB1
YMR040W	YMR040W	YET2
YMR041C	YMR041C	ARA2
tF(GAA)M	tF(GAA)M	tF(GAA)M
YMR042W	YMR042W	ARG80
YMR043W	YMR043W	MCM1
YMR044W	YMR044W	IOC4
YMR045C	YMR045C	YMR045C
YMR046C	YMR046C	YMR046C
YMR046W-A	YMR046W-A	YMR046W-A
tH(GUG)M	tH(GUG)M	tH(GUG)M
YMR047C	YMR047C	NUP116
YMR048W	YMR048W	CSM3
YMR049C	YMR049C	ERB1
tV(AAC)M1	tV(AAC)M1	tV(AAC)M1
YMR050C	YMR050C	YMR050C
YMR051C	YMR051C	YMR051C
tW(CCA)M	tW(CCA)M	tW(CCA)M
YMR052W	YMR052W	FAR3
YMR052C-A	YMR052C-A	YMR052C-A
YMR053C	YMR053C	STB2
YMR054W	YMR054W	STV1
YMR055C	YMR055C	BUB2
YMR056C	YMR056C	AAC1
YMR057C	YMR057C	YMR057C
YMR058W	YMR058W	FET3
YMR059W	YMR059W	SEN15
YMR060C	YMR060C	SAM37
YMR061W	YMR061W	RNA14
YMR062C	YMR062C	ARG7
YMR063W	YMR063W	RIM9
YMR064W	YMR064W	AEP1
YMR065W	YMR065W	KAR5
YMR066W	YMR066W	SOV1
YMR067C	YMR067C	UBX4
YMR068W	YMR068W	AVO2
YMR069W	YMR069W	NAT4
YMR070W	YMR070W	MOT3
YMR071C	YMR071C	TVP18
YMR072W	YMR072W	ABF2
YMR073C	YMR073C	IRC21
YMR074C	YMR074C	YMR074C
YMR075W	YMR075W	RCO1
YMR075C-A	YMR075C-A	YMR075C-A
YMR076C	YMR076C	PDS5
tV(AAC)M2	tV(AAC)M2	tV(AAC)M2
YMR077C	YMR077C	VPS20
YMR078C	YMR078C	CTF18
YMR079W	YMR079W	SEC14
YMR080C	YMR080C	NAM7
YMR081C	YMR081C	ISF1
YMR082C	YMR082C	YMR082C
YMR083W	YMR083W	ADH3
YMR084W	YMR084W	YMR084W
YMR085W	YMR085W	YMR085W
YMR086W	YMR086W	SEG1
YMR086C-A	YMR086C-A	YMR086C-A
YMR087W	YMR087W	YMR087W
YMR088C	YMR088C	VBA1
YMR089C	YMR089C	YTA12
YMR090W	YMR090W	YMR090W
YMR091C	YMR091C	NPL6
YMR092C	YMR092C	AIP1
YMR093W	YMR093W	UTP15
YMR094W	YMR094W	CTF13
YMR095C	YMR095C	SNO1
YMR096W	YMR096W	SNZ1
YMR097C	YMR097C	MTG1
YMR098C	YMR098C	ATP25
tD(GUC)M	tD(GUC)M	tD(GUC)M
YMR099C	YMR099C	YMR099C
YMR100W	YMR100W	MUB1
YMR101C	YMR101C	SRT1
YMR102C	YMR102C	YMR102C
YMR103C	YMR103C	YMR103C
YMR104C	YMR104C	YPK2
YMR105C	YMR105C	PGM2
YMR105W-A	YMR105W-A	YMR105W-A
YMR106C	YMR106C	YKU80
tK(CUU)M	tK(CUU)M	tK(CUU)M
YMR107W	YMR107W	SPG4
YMR108W	YMR108W	ILV2
YMR109W	YMR109W	MYO5
YMR110C	YMR110C	HFD1
YMR111C	YMR111C	YMR111C
YMR112C	YMR112C	MED11
YMR113W	YMR113W	FOL3
YMR114C	YMR114C	YMR114C
YMR115W	YMR115W	MGR3
YMR116C	YMR116C	ASC1
snR24	snR24	snR24
YMR117C	YMR117C	SPC24
YMR118C	YMR118C	SHH3
tL(CAA)M	tL(CAA)M	tL(CAA)M
YMR119W	YMR119W	ASI1
YMR119W-A	YMR119W-A	YMR119W-A
YMR120C	YMR120C	ADE17
YMR121C	YMR121C	RPL15B
YMR122C	YMR122C	YMR122C
YMR122W-A	YMR122W-A	YMR122W-A
YMR123W	YMR123W	PKR1
YMR124W	YMR124W	EPO1
YMR125W	YMR125W	STO1
YMR126C	YMR126C	DLT1
YMR127C	YMR127C	SAS2
YMR128W	YMR128W	ECM16
YMR129W	YMR129W	POM152
YMR130W	YMR130W	YMR130W
YMR131C	YMR131C	RRB1
YMR132C	YMR132C	JLP2
YMR133W	YMR133W	REC114
YMR134W	YMR134W	ERG29
YMR135C	YMR135C	GID8
YMR135W-A	YMR135W-A	YMR135W-A
YMR136W	YMR136W	GAT2
YMR137C	YMR137C	PSO2
YMR138W	YMR138W	CIN4
YMR139W	YMR139W	RIM11
YMR140W	YMR140W	SIP5
YMR141C	YMR141C	YMR141C
YMR142C	YMR142C	RPL13B
YMR141W-A	YMR141W-A	YMR141W-A
YMR143W	YMR143W	RPS16A
YMR144W	YMR144W	YMR144W
YMR145C	YMR145C	NDE1
YMR146C	YMR146C	TIF34
YMR147W	YMR147W	YMR147W
YMR148W	YMR148W	OSW5
YMR149W	YMR149W	SWP1
YMR150C	YMR150C	IMP1
YMR151W	YMR151W	YIM2
YMR152W	YMR152W	YIM1
YMR153W	YMR153W	NUP53
YMR153C-A	YMR153C-A	YMR153C-A
YMR154C	YMR154C	RIM13
YMR155W	YMR155W	YMR155W
YMR156C	YMR156C	TPP1
YMR157C	YMR157C	AIM36
YMR158W	YMR158W	MRPS8
tM(CAU)M	tM(CAU)M	EMT4
YMR158C-A	YMR158C-A	YMR158C-A
YMR158W-B	YMR158W-B	YMR158W-B
YMR159C	YMR159C	ATG16
YMR160W	YMR160W	YMR160W
YMR161W	YMR161W	HLJ1
YMR162C	YMR162C	DNF3
YMR163C	YMR163C	INP2
tV(AAC)M3	tV(AAC)M3	tV(AAC)M3
YMR164C	YMR164C	MSS11
YMR165C	YMR165C	PAH1
YMR166C	YMR166C	YMR166C
YMR167W	YMR167W	MLH1
YMR168C	YMR168C	CEP3
YMR169C	YMR169C	ALD3
YMR170C	YMR170C	ALD2
YMR171C	YMR171C	EAR1
YMR172W	YMR172W	HOT1
YMR172C-A	YMR172C-A	YMR172C-A
YMR173W	YMR173W	DDR48
YMR173W-A	YMR173W-A	YMR173W-A
YMR174C	YMR174C	PAI3
YMR175W	YMR175W	SIP18
YMR175W-A	YMR175W-A	YMR175W-A
YMR176W	YMR176W	ECM5
YMR177W	YMR177W	MMT1
YMR178W	YMR178W	YMR178W
YMR179W	YMR179W	SPT21
YMR180C	YMR180C	CTL1
YMR181C	YMR181C	YMR181C
YMR182C	YMR182C	RGM1
YMR182W-A	YMR182W-A	YMR182W-A
snR83	snR83	snR83
YMR183C	YMR183C	SSO2
YMR184W	YMR184W	ADD37
YMR185W	YMR185W	RTP1
YMR186W	YMR186W	HSC82
YMR187C	YMR187C	YMR187C
YMR188C	YMR188C	MRPS17
YMR189W	YMR189W	GCV2
YMR190C	YMR190C	SGS1
YMR191W	YMR191W	SPG5
YMR192W	YMR192W	GYL1
YMR193W	YMR193W	MRPL24
YMR193C-A	YMR193C-A	YMR193C-A
YMR194W	YMR194W	RPL36A
snR11	snR11	snR11
YMR194C-B	YMR194C-B	CMC4
YMR194C-A	YMR194C-A	YMR194C-A
YMR195W	YMR195W	ICY1
YMR196W	YMR196W	YMR196W
YMR197C	YMR197C	VTI1
YMR198W	YMR198W	CIK1
YMR199W	YMR199W	CLN1
YMR200W	YMR200W	ROT1
YMR201C	YMR201C	RAD14
RNA170	RNA170	RNA170
YMR202W	YMR202W	ERG2
YMR203W	YMR203W	TOM40
YMR204C	YMR204C	INP1
YMR205C	YMR205C	PFK2
YMR206W	YMR206W	YMR206W
YMR207C	YMR207C	HFA1
YMR208W	YMR208W	ERG12
YMR209C	YMR209C	YMR209C
YMR210W	YMR210W	YMR210W
YMR211W	YMR211W	DML1
YMR212C	YMR212C	EFR3
YMR213W	YMR213W	CEF1
YMR214W	YMR214W	SCJ1
YMR215W	YMR215W	GAS3
YMR216C	YMR216C	SKY1
YMR217W	YMR217W	GUA1
YMR218C	YMR218C	TRS130
YMR219W	YMR219W	ESC1
YMR220W	YMR220W	ERG8
YMR221C	YMR221C	YMR221C
YMR222C	YMR222C	FSH2
YMR223W	YMR223W	UBP8
YMR224C	YMR224C	MRE11
YMR225C	YMR225C	MRPL44
YMR226C	YMR226C	YMR226C
YMR227C	YMR227C	TAF7
YMR228W	YMR228W	MTF1
YMR229C	YMR229C	RRP5
YMR230W	YMR230W	RPS10B
YMR230W-A	YMR230W-A	YMR230W-A
YMR231W	YMR231W	PEP5
YMR232W	YMR232W	FUS2
YMR233W	YMR233W	TRI1
YMR234W	YMR234W	RNH1
YMR235C	YMR235C	RNA1
YMR236W	YMR236W	TAF9
YMR237W	YMR237W	BCH1
YMR238W	YMR238W	DFG5
tR(UCU)M1	tR(UCU)M1	tR(UCU)M1
YMR239C	YMR239C	RNT1
YMR240C	YMR240C	CUS1
YMR241W	YMR241W	YHM2
YMR242C	YMR242C	RPL20A
YMR242W-A	YMR242W-A	YMR242W-A
YMR243C	YMR243C	ZRC1
YMR244W	YMR244W	YMR244W
YMR244C-A	YMR244C-A	COA6
YMR245W	YMR245W	YMR245W
YMR246W	YMR246W	FAA4
snR86	snR86	snR86
YMR247C	YMR247C	RKR1
tA(AGC)M2	tA(AGC)M2	tA(AGC)M2
YMR247W-A	YMR247W-A	YMR247W-A
YMR250W	YMR250W	GAD1
YMR251W	YMR251W	GTO3
YMR251W-A	YMR251W-A	HOR7
YMR252C	YMR252C	YMR252C
YMR253C	YMR253C	YMR253C
YMR254C	YMR254C	YMR254C
YMR255W	YMR255W	GFD1
YMR256C	YMR256C	COX7
YMR257C	YMR257C	PET111
YMR258C	YMR258C	ROY1
YMR259C	YMR259C	TRM732
YMR260C	YMR260C	TIF11
YMR261C	YMR261C	TPS3
YMR262W	YMR262W	YMR262W
YMR263W	YMR263W	SAP30
YMR264W	YMR264W	CUE1
YMR265C	YMR265C	YMR265C
YMR266W	YMR266W	RSN1
YMR267W	YMR267W	PPA2
YMR268C	YMR268C	PRP24
YMR269W	YMR269W	TMA23
YMR270C	YMR270C	RRN9
YMR271C	YMR271C	URA10
tQ(CUG)M	tQ(CUG)M	CDC65
YMR272C	YMR272C	SCS7
YMR272W-A	YMR272W-A	YMR272W-A
YMR272W-B	YMR272W-B	YMR272W-B
YMR273C	YMR273C	ZDS1
YMR274C	YMR274C	RCE1
YMR275C	YMR275C	BUL1
YMR276W	YMR276W	DSK2
YMR277W	YMR277W	FCP1
YMR278W	YMR278W	PRM15
YMR279C	YMR279C	YMR279C
YMR280C	YMR280C	CAT8
YMR281W	YMR281W	GPI12
YMR282C	YMR282C	AEP2
YMR283C	YMR283C	RIT1
tY(GUA)M2	tY(GUA)M2	SUP8
YMR284W	YMR284W	YKU70
YMR285C	YMR285C	NGL2
YMR286W	YMR286W	MRPL33
YMR287C	YMR287C	DSS1
YMR288W	YMR288W	HSH155
YMR289W	YMR289W	ABZ2
YMR290C	YMR290C	HAS1
YMR290W-A	YMR290W-A	YMR290W-A
YMR291W	YMR291W	TDA1
YMR292W	YMR292W	GOT1
YMR293C	YMR293C	HER2
YMR294W	YMR294W	JNM1
YMR294W-A	YMR294W-A	YMR294W-A
YMR295C	YMR295C	YMR295C
YMR296C	YMR296C	LCB1
YMR297W	YMR297W	PRC1
YMR298W	YMR298W	LIP1
YMR299C	YMR299C	DYN3
YMR300C	YMR300C	ADE4
YMR301C	YMR301C	ATM1
YMR302C	YMR302C	YME2
YMR303C	YMR303C	ADH2
YMR304W	YMR304W	UBP15
YMR304C-A	YMR304C-A	YMR304C-A
YMR305C	YMR305C	SCW10
YMR306W	YMR306W	FKS3
YMR306C-A	YMR306C-A	YMR306C-A
YMR307W	YMR307W	GAS1
YMR307C-A	YMR307C-A	YMR307C-A
YMR308C	YMR308C	PSE1
YMR309C	YMR309C	NIP1
YMR310C	YMR310C	YMR310C
YMR311C	YMR311C	GLC8
YMR312W	YMR312W	ELP6
YMR313C	YMR313C	TGL3
YMR314W	YMR314W	PRE5
YMR315W	YMR315W	YMR315W
YMR315W-A	YMR315W-A	YMR315W-A
YMR316W	YMR316W	DIA1
YMR316C-A	YMR316C-A	YMR316C-A
YMR316C-B	YMR316C-B	YMR316C-B
YMR317W	YMR317W	YMR317W
YMR318C	YMR318C	ADH6
YMR319C	YMR319C	FET4
YMR320W	YMR320W	YMR320W
YMR321C	YMR321C	YMR321C
YMR322C	YMR322C	SNO4
YMR323W	YMR323W	ERR3
YMR324C	YMR324C	YMR324C
YMR325W	YMR325W	PAU19
YMR326C	YMR326C	YMR326C
YNL339C	YNL339C	YRF1-6
YNL339W-B	YNL339W-B	YNL339W-B
YNL339W-A	YNL339W-A	YNL339W-A
YNL338W	YNL338W	YNL338W
YNL337W	YNL337W	YNL337W
YNL336W	YNL336W	COS1
YNL335W	YNL335W	DDI3
YNL334C	YNL334C	SNO2
YNL333W	YNL333W	SNZ2
YNL332W	YNL332W	THI12
YNL331C	YNL331C	AAD14
YNL330C	YNL330C	RPD3
YNL329C	YNL329C	PEX6
YNL328C	YNL328C	MDJ2
YNL327W	YNL327W	EGT2
YNL326C	YNL326C	PFA3
YNL325C	YNL325C	FIG4
YNL324W	YNL324W	YNL324W
YNL323W	YNL323W	LEM3
YNL322C	YNL322C	KRE1
YNL321W	YNL321W	VNX1
YNL320W	YNL320W	YNL320W
YNL319W	YNL319W	YNL319W
YNL318C	YNL318C	HXT14
YNL317W	YNL317W	PFS2
YNL316C	YNL316C	PHA2
YNL315C	YNL315C	ATP11
YNL314W	YNL314W	DAL82
YNL313C	YNL313C	EMW1
YNL312W	YNL312W	RFA2
YNL311C	YNL311C	SKP2
YNL310C	YNL310C	ZIM17
YNL309W	YNL309W	STB1
YNL308C	YNL308C	KRI1
YNL307C	YNL307C	MCK1
YNL306W	YNL306W	MRPS18
YNL305C	YNL305C	BXI1
YNL304W	YNL304W	YPT11
YNL303W	YNL303W	YNL303W
YNL302C	YNL302C	RPS19B
YNL301C	YNL301C	RPL18B
YNL300W	YNL300W	TOS6
YNL299W	YNL299W	TRF5
YNL298W	YNL298W	CLA4
YNL297C	YNL297C	MON2
YNL296W	YNL296W	YNL296W
YNL295W	YNL295W	YNL295W
YNL294C	YNL294C	RIM21
YNL293W	YNL293W	MSB3
YNL292W	YNL292W	PUS4
YNL291C	YNL291C	MID1
YNL290W	YNL290W	RFC3
YNL289W	YNL289W	PCL1
snR40	snR40	snR40
YNL288W	YNL288W	CAF40
YNL287W	YNL287W	SEC21
YNL286W	YNL286W	CUS2
YNL285W	YNL285W	YNL285W
tG(UCC)N	tG(UCC)N	SUF6
YNL284C-B	YNL284C-B	YNL284C-B
YNL284C-A	YNL284C-A	YNL284C-A
tN(GUU)N1	tN(GUU)N1	tN(GUU)N1
YNL284C	YNL284C	MRPL10
tT(AGU)N1	tT(AGU)N1	tT(AGU)N1
YNL283C	YNL283C	WSC2
YNL282W	YNL282W	POP3
YNL281W	YNL281W	HCH1
YNL280C	YNL280C	ERG24
YNL279W	YNL279W	PRM1
YNL278W	YNL278W	CAF120
YNL277W-A	YNL277W-A	YNL277W-A
YNL277W	YNL277W	MET2
YNL276C	YNL276C	YNL276C
YNL275W	YNL275W	BOR1
YNL274C	YNL274C	GOR1
YNL273W	YNL273W	TOF1
YNL272C	YNL272C	SEC2
YNL271C	YNL271C	BNI1
YNL270C	YNL270C	ALP1
YNL269W	YNL269W	BSC4
YNL268W	YNL268W	LYP1
YNL267W	YNL267W	PIK1
YNL266W	YNL266W	YNL266W
YNL265C	YNL265C	IST1
YNL264C	YNL264C	PDR17
YNL263C	YNL263C	YIF1
YNL262W	YNL262W	POL2
YNL261W	YNL261W	ORC5
YNL260C	YNL260C	LTO1
YNL259C	YNL259C	ATX1
YNL258C	YNL258C	DSL1
YNL257C	YNL257C	SIP3
YNL256W	YNL256W	FOL1
YNL255C	YNL255C	GIS2
YNL254C	YNL254C	RTC4
YNL253W	YNL253W	TEX1
YNL252C	YNL252C	MRPL17
YNL251C	YNL251C	NRD1
YNL250W	YNL250W	RAD50
YNL249C	YNL249C	MPA43
YNL248C	YNL248C	RPA49
YNL247W	YNL247W	YNL247W
YNL246W	YNL246W	VPS75
YNL245C	YNL245C	CWC25
YNL244C	YNL244C	SUI1
